,title,release_date,characters,YEAR,Gender,RANK,Name,Count
468,13 Reasons Why,2017-03-31,CHLOE,2011,Female,13,CHLOE,1270
469,13 Reasons Why,2017-03-31,CHLOE,2012,Female,15,CHLOE,1091
470,13 Reasons Why,2017-03-31,CHLOE,2013,Female,16,CHLOE,1043
471,13 Reasons Why,2017-03-31,CHLOE,2014,Female,17,CHLOE,1048
472,13 Reasons Why,2017-03-31,CHLOE,2015,Female,21,CHLOE,946
473,13 Reasons Why,2017-03-31,CHLOE,2016,Female,21,CHLOE,977
474,13 Reasons Why,2017-03-31,CHLOE,2017,Female,21,CHLOE,949
475,Lucifer,2016-01-25,ELLA,2011,Female,23,ELLA,908
476,Lucifer,2016-01-25,CHARLOTTE,2012,Female,21,CHARLOTTE,908
477,Lucifer,2016-01-25,CHARLOTTE,2013,Female,15,CHARLOTTE,1052
478,Lucifer,2016-01-25,CHARLOTTE,2014,Female,13,CHARLOTTE,1121
479,Lucifer,2016-01-25,CHARLOTTE,2015,Female,13,CHARLOTTE,1336
480,Lucifer,2016-01-25,CHARLOTTE,2016,Female,12,CHARLOTTE,1368
481,Lucifer,2016-01-25,CHARLOTTE,2017,Female,12,CHARLOTTE,1387
482,Westworld,2016-10-02,CHARLOTTE,2012,Female,21,CHARLOTTE,908
483,Westworld,2016-10-02,CHARLOTTE,2013,Female,15,CHARLOTTE,1052
484,Westworld,2016-10-02,CHARLOTTE,2014,Female,13,CHARLOTTE,1121
485,Westworld,2016-10-02,CHARLOTTE,2015,Female,13,CHARLOTTE,1336
486,Westworld,2016-10-02,CHARLOTTE,2016,Female,12,CHARLOTTE,1368
487,Westworld,2016-10-02,CHARLOTTE,2017,Female,12,CHARLOTTE,1387
488,Stranger Things,2016-07-15,LUCAS,2016,Male,18,LUCAS,1628
489,Stranger Things,2016-07-15,LUCAS,2017,Male,14,LUCAS,1633
490,The Crown,2016-11-04,ANTHONY,2005,Male,2,ANTHONY,3714
491,The Crown,2016-11-04,ANTHONY,2006,Male,2,ANTHONY,3762
492,The Crown,2016-11-04,ANTHONY,2007,Male,2,ANTHONY,3766
493,The Crown,2016-11-04,ANTHONY,2008,Male,2,ANTHONY,3623
494,The Crown,2016-11-04,ANTHONY,2009,Male,2,ANTHONY,3073
495,The Crown,2016-11-04,ANTHONY,2010,Male,3,ANTHONY,2845
496,The Crown,2016-11-04,ANTHONY,2011,Male,4,ANTHONY,2676
497,The Crown,2016-11-04,ANTHONY,2012,Male,8,ANTHONY,2408
498,The Crown,2016-11-04,ANTHONY,2013,Male,8,ANTHONY,2220
499,The Crown,2016-11-04,ANTHONY,2014,Male,8,ANTHONY,2071
500,The Crown,2016-11-04,ANTHONY,2015,Male,16,ANTHONY,1765
501,The Crown,2016-11-04,ANTHONY,2016,Male,17,ANTHONY,1651
502,The Crown,2016-11-04,ANTHONY,2017,Male,24,ANTHONY,1439
503,Westworld,2016-10-02,ASHLEY,2005,Female,2,ASHLEY,2770
504,Westworld,2016-10-02,ASHLEY,2006,Female,3,ASHLEY,2596
505,Westworld,2016-10-02,ASHLEY,2007,Female,4,ASHLEY,2507
506,Westworld,2016-10-02,ASHLEY,2008,Female,5,ASHLEY,2035
507,Westworld,2016-10-02,ASHLEY,2009,Female,8,ASHLEY,1612
508,Westworld,2016-10-02,ASHLEY,2010,Female,13,ASHLEY,1307
509,Westworld,2016-10-02,ASHLEY,2011,Female,16,ASHLEY,1147
510,Westworld,2016-10-02,ASHLEY,2012,Female,18,ASHLEY,997
511,Designated Survivor,2016-09-21,EMILY,2005,Female,1,EMILY,3268
512,Designated Survivor,2016-09-21,EMILY,2006,Female,1,EMILY,3085
513,Designated Survivor,2016-09-21,EMILY,2007,Female,1,EMILY,2952
514,Designated Survivor,2016-09-21,EMILY,2008,Female,1,EMILY,2767
515,Designated Survivor,2016-09-21,EMILY,2009,Female,3,EMILY,2529
516,Designated Survivor,2016-09-21,EMILY,2010,Female,3,EMILY,2381
517,Designated Survivor,2016-09-21,EMILY,2011,Female,3,EMILY,2387
518,Designated Survivor,2016-09-21,EMILY,2012,Female,4,EMILY,2416
519,Designated Survivor,2016-09-21,EMILY,2013,Female,5,EMILY,2279
520,Designated Survivor,2016-09-21,EMILY,2014,Female,6,EMILY,2264
521,Designated Survivor,2016-09-21,EMILY,2015,Female,6,EMILY,2138
522,Designated Survivor,2016-09-21,EMILY,2016,Female,6,EMILY,1944
523,Designated Survivor,2016-09-21,EMILY,2017,Female,6,EMILY,1805
524,The Handmaid's Tale,2017-04-26,EMILY,2005,Female,1,EMILY,3268
525,The Handmaid's Tale,2017-04-26,EMILY,2006,Female,1,EMILY,3085
526,The Handmaid's Tale,2017-04-26,EMILY,2007,Female,1,EMILY,2952
527,The Handmaid's Tale,2017-04-26,EMILY,2008,Female,1,EMILY,2767
528,The Handmaid's Tale,2017-04-26,EMILY,2009,Female,3,EMILY,2529
529,The Handmaid's Tale,2017-04-26,EMILY,2010,Female,3,EMILY,2381
530,The Handmaid's Tale,2017-04-26,EMILY,2011,Female,3,EMILY,2387
531,The Handmaid's Tale,2017-04-26,EMILY,2012,Female,4,EMILY,2416
532,The Handmaid's Tale,2017-04-26,EMILY,2013,Female,5,EMILY,2279
533,The Handmaid's Tale,2017-04-26,EMILY,2014,Female,6,EMILY,2264
534,The Handmaid's Tale,2017-04-26,EMILY,2015,Female,6,EMILY,2138
535,The Handmaid's Tale,2017-04-26,EMILY,2016,Female,6,EMILY,1944
536,The Handmaid's Tale,2017-04-26,EMILY,2017,Female,6,EMILY,1805
537,Designated Survivor,2016-09-21,HANNAH,2005,Female,19,HANNAH,1217
538,Designated Survivor,2016-09-21,HANNAH,2006,Female,21,HANNAH,1198
539,Designated Survivor,2016-09-21,HANNAH,2007,Female,22,HANNAH,1167
540,13 Reasons Why,2017-03-31,HANNAH,2005,Female,19,HANNAH,1217
541,13 Reasons Why,2017-03-31,HANNAH,2006,Female,21,HANNAH,1198
542,13 Reasons Why,2017-03-31,HANNAH,2007,Female,22,HANNAH,1167
543,Riverdale,2017-01-26,PENELOPE,2015,Female,19,PENELOPE,989
544,Riverdale,2017-01-26,PENELOPE,2016,Female,15,PENELOPE,1055
545,Riverdale,2017-01-26,PENELOPE,2017,Female,16,PENELOPE,1086
546,The End of the F***ing World,2017-10-24,ALYSSA,2005,Female,9,ALYSSA,1612
547,The End of the F***ing World,2017-10-24,ALYSSA,2006,Female,13,ALYSSA,1392
548,The End of the F***ing World,2017-10-24,ALYSSA,2007,Female,9,ALYSSA,1552
549,The End of the F***ing World,2017-10-24,ALYSSA,2008,Female,15,ALYSSA,1353
550,The End of the F***ing World,2017-10-24,ALYSSA,2009,Female,17,ALYSSA,1202
551,The End of the F***ing World,2017-10-24,ALYSSA,2010,Female,16,ALYSSA,1064
552,The End of the F***ing World,2017-10-24,ALYSSA,2011,Female,20,ALYSSA,931
553,The Handmaid's Tale,2017-04-26,BRIANNA,2005,Female,16,BRIANNA,1347
554,The Handmaid's Tale,2017-04-26,BRIANNA,2006,Female,14,BRIANNA,1392
555,The Handmaid's Tale,2017-04-26,BRIANNA,2007,Female,17,BRIANNA,1328
556,The Handmaid's Tale,2017-04-26,BRIANNA,2008,Female,19,BRIANNA,1230
557,The Handmaid's Tale,2017-04-26,BRIANNA,2009,Female,18,BRIANNA,1186
558,The Handmaid's Tale,2017-04-26,BRIANNA,2010,Female,18,BRIANNA,1046
559,Big Mouth,2017-09-29,MATTHEW,2005,Male,9,MATTHEW,2841
560,Big Mouth,2017-09-29,MATTHEW,2006,Male,10,MATTHEW,2732
561,Big Mouth,2017-09-29,MATTHEW,2007,Male,12,MATTHEW,2573
562,Big Mouth,2017-09-29,MATTHEW,2008,Male,11,MATTHEW,2530
563,Big Mouth,2017-09-29,MATTHEW,2009,Male,9,MATTHEW,2415
564,Big Mouth,2017-09-29,MATTHEW,2010,Male,11,MATTHEW,2215
565,Big Mouth,2017-09-29,MATTHEW,2011,Male,5,MATTHEW,2456
566,Big Mouth,2017-09-29,MATTHEW,2012,Male,5,MATTHEW,2623
567,Big Mouth,2017-09-29,MATTHEW,2013,Male,5,MATTHEW,2548
568,Big Mouth,2017-09-29,MATTHEW,2014,Male,6,MATTHEW,2463
569,Big Mouth,2017-09-29,MATTHEW,2015,Male,5,MATTHEW,2419
570,Big Mouth,2017-09-29,MATTHEW,2016,Male,2,MATTHEW,2406
571,Big Mouth,2017-09-29,MATTHEW,2017,Male,5,MATTHEW,2132
572,13 Reasons Why,2017-03-31,OLIVIA,2006,Female,20,OLIVIA,1202
573,13 Reasons Why,2017-03-31,OLIVIA,2007,Female,16,OLIVIA,1333
574,13 Reasons Why,2017-03-31,OLIVIA,2008,Female,11,OLIVIA,1415
575,13 Reasons Why,2017-03-31,OLIVIA,2009,Female,10,OLIVIA,1544
576,13 Reasons Why,2017-03-31,OLIVIA,2010,Female,7,OLIVIA,1624
577,13 Reasons Why,2017-03-31,OLIVIA,2011,Female,6,OLIVIA,1780
578,13 Reasons Why,2017-03-31,OLIVIA,2012,Female,6,OLIVIA,1894
579,13 Reasons Why,2017-03-31,OLIVIA,2013,Female,6,OLIVIA,2151
580,13 Reasons Why,2017-03-31,OLIVIA,2014,Female,5,OLIVIA,2403
581,13 Reasons Why,2017-03-31,OLIVIA,2015,Female,4,OLIVIA,2506
582,13 Reasons Why,2017-03-31,OLIVIA,2016,Female,4,OLIVIA,2529
583,13 Reasons Why,2017-03-31,OLIVIA,2017,Female,3,OLIVIA,2479
